

移动专区,#genre#
精品大剧,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2817459161_-1430429466/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
军事评论,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw3373254713_-1111569189/ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8
明星大片,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw2856695654_946966165/ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
CGTN英语,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001058/index.m3u8
CGTN记录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
Bestv赛事1,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001151/index.m3u8
Bestv赛事2,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001359/index.m3u8
Bestv赛事3,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001388/index.m3u8
Bestv赛事4,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001149/index.m3u8
Bestv赛事5,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001153/index.m3u8
东方购物1,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001040/index.m3u8
东方购物2,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001039/index.m3u8
央广购物,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001420/index.m3u8
优购物,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001440/index.m3u8
好享购物,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001132/index.m3u8
聚鲨精选,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001138/index.m3u8
家家购物,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001163/index.m3u8
家有购物,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001244/index.m3u8
快乐购,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001368/index.m3u8

浙江,#genre#
义乌新闻综合,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江影视娱乐,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
之江纪录,http://hw-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8

浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed
浙江影视娱乐,http://hw-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed
之江纪录,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?zzhed

HTV-2明珠,http://183.129.242.178:3333/tsfile/live/1016_1.m3u8
HTV-3生活,http://183.129.242.178:3333/tsfile/live/1017_1.m3u8
HTV-4影视,http://183.129.242.178:3333/tsfile/live/1018_1.m3u8
HTV-5青少.体育,http://183.129.242.178:3333/tsfile/live/1019_1.m3u8

绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed

武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
淳安电视台,https://wtmtyoutlive.watonemt.com/f2p7vq/lf76v9.m3u8?zzhed
淳安电视台,https://wtmtylive.yunshicloud.com/tbziu1/ad592j.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
嵊州新闻综合,https://hlsv2.quklive.com/live/1626935015913208/index.m3u8?zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
海宁新闻综合,http://live.hndachao.cn/xwzh/sd/live.m3u8?zzhed
海宁生活服务,http://live.hndachao.cn/shfw/sd/live.m3u8?zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed

台湾,#genre#
Star World,http://47.242.38.45:9999/twjd678-2.php?id=1
人間衛視,http://47.242.38.45:9999/twjd678-2.php?id=2
八大第一HD,http://47.242.38.45:9999/twjd678-2.php?id=3
CNBC,http://47.242.38.45:9999/twjd678-2.php?id=4
HBO,http://47.242.38.45:9999/twjd678-2.php?id=5
ELEVEN SPORTS 1 HD,http://47.242.38.45:9999/twjd678-2.php?id=6
ELEVEN SPORTS 2 HD,http://47.242.38.45:9999/twjd678-2.php?id=7
FOX MOVIES,http://47.242.38.45:9999/twjd678-2.php?id=8
國家地理,http://47.242.38.45:9999/twjd678-2.php?id=9
衛視電影,http://47.242.38.45:9999/twjd678-2.php?id=10
三立台灣,http://47.242.38.45:9999/twjd678-2.php?id=11
年代新聞台,http://47.242.38.45:9999/twjd678-2.php?id=12
三立新聞,http://47.242.38.45:9999/twjd678-2.php?id=13
台視HD,http://47.242.38.45:9999/twjd678-2.php?id=14
大愛電視,http://47.242.38.45:9999/twjd678-2.php?id=15
國家地理HD,http://47.242.38.45:9999/twjd678-2.php?id=16
DISCOVERY,http://47.242.38.45:9999/twjd678-2.php?id=17
旅遊生活,http://47.242.38.45:9999/twjd678-2.php?id=18
動物星球,http://47.242.38.45:9999/twjd678-2.php?id=19
momo親子台,http://47.242.38.45:9999/twjd678-2.php?id=20
東森幼幼HD,http://47.242.38.45:9999/twjd678-2.php?id=21
緯來綜合HD,http://47.242.38.45:9999/twjd678-2.php?id=22
八大綜合HD,http://47.242.38.45:9999/twjd678-2.php?id=23
三立台灣HD,http://47.242.38.45:9999/twjd678-2.php?id=24
三立都會HD,http://47.242.38.45:9999/twjd678-2.php?id=25
衛視中文HD,http://47.242.38.45:9999/twjd678-2.php?id=26
中天娛樂HD,http://47.242.38.45:9999/twjd678-2.php?id=27
MUCH TV,http://47.242.38.45:9999/twjd678-2.php?id=28
年代新聞,http://47.242.38.45:9999/twjd678-2.php?id=29
東森新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=30
中天新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=31
三立新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=32
東森財經HD,http://47.242.38.45:9999/twjd678-2.php?id=33
寰宇新聞,http://47.242.38.45:9999/twjd678-2.php?id=34
壹新聞,http://47.242.38.45:9999/twjd678-2.php?id=35
Bloomberg News,http://47.242.38.45:9999/twjd678-2.php?id=36
NHK世界HD,http://47.242.38.45:9999/twjd678-2.php?id=37
衛視電影HD,http://47.242.38.45:9999/twjd678-2.php?id=38
AXN,http://47.242.38.45:9999/twjd678-2.php?id=39
CINEMAX HD,http://47.242.38.45:9999/twjd678-2.php?id=40
STAR MOVIES GOLD,http://47.242.38.45:9999/twjd678-2.php?id=41
緯來體育HD,http://47.242.38.45:9999/twjd678-2.php?id=42
博斯運動一,http://47.242.38.45:9999/twjd678-2.php?id=43
momo 綜合台,http://47.242.38.45:9999/twjd678-2.php?id=44
Star World,http://47.242.38.45:9999/twjd678-2.php?id=45
衛視中文,http://47.242.38.45:9999/twjd678-2.php?id=46
尼克兒童頻道,http://47.242.38.45:9999/twjd678-2.php?id=47
nickjr.小尼克,http://47.242.38.45:9999/twjd678-2.php?id=48
MTV Live音樂頻道,http://47.242.38.45:9999/twjd678-2.php?id=49
達文西頻道,http://47.242.38.45:9999/twjd678-2.php?id=50
寵物頻道,http://47.242.38.45:9999/twjd678-2.php?id=51
台視HD,http://47.242.38.45:9999/twjd678-2.php?id=52
國家地理HD,http://47.242.38.45:9999/twjd678-2.php?id=53
中視HD,http://47.242.38.45:9999/twjd678-2.php?id=54
華視HD,http://47.242.38.45:9999/twjd678-2.php?id=55
民視HD,http://47.242.38.45:9999/twjd678-2.php?id=56
公視,http://47.242.38.45:9999/twjd678-2.php?id=57
人間衛視,http://47.242.38.45:9999/twjd678-2.php?id=58
大愛電視,http://47.242.38.45:9999/twjd678-2.php?id=59
好消息頻道,http://47.242.38.45:9999/twjd678-2.php?id=60
DISCOVERY,http://47.242.38.45:9999/twjd678-2.php?id=61
旅遊生活,http://47.242.38.45:9999/twjd678-2.php?id=62
動物星球,http://47.242.38.45:9999/twjd678-2.php?id=63
亞洲旅遊,http://47.242.38.45:9999/twjd678-2.php?id=64
momo親子台,http://47.242.38.45:9999/twjd678-2.php?id=65
東森幼幼HD,http://47.242.38.45:9999/twjd678-2.php?id=66
龍華卡通台,http://47.242.38.45:9999/twjd678-2.php?id=67
緯來綜合HD,http://47.242.38.45:9999/twjd678-2.php?id=68
八大第一HD,http://47.242.38.45:9999/twjd678-2.php?id=69
八大綜合HD,http://47.242.38.45:9999/twjd678-2.php?id=70
三立台灣HD,http://47.242.38.45:9999/twjd678-2.php?id=71
三立都會HD,http://47.242.38.45:9999/twjd678-2.php?id=72
衛視中文HD,http://47.242.38.45:9999/twjd678-2.php?id=73
東森綜合HD,http://47.242.38.45:9999/twjd678-2.php?id=74
超視HD,http://47.242.38.45:9999/twjd678-2.php?id=75
中天綜合HD,http://47.242.38.45:9999/twjd678-2.php?id=76
中天娛樂HD,http://47.242.38.45:9999/twjd678-2.php?id=77
東風衛視,http://47.242.38.45:9999/twjd678-2.php?id=78
MUCH TV,http://47.242.38.45:9999/twjd678-2.php?id=79
東森戲劇HD,http://47.242.38.45:9999/twjd678-2.php?id=80
八大戲劇HD,http://47.242.38.45:9999/twjd678-2.php?id=81
TVBS歡樂HD,http://47.242.38.45:9999/twjd678-2.php?id=82
緯來戲劇,http://47.242.38.45:9999/twjd678-2.php?id=83
龍華戲劇台,http://47.242.38.45:9999/twjd678-2.php?id=84
龍華日韓劇,http://47.242.38.45:9999/twjd678-2.php?id=85
龍華偶像劇,http://47.242.38.45:9999/twjd678-2.php?id=86
緯來日本HD,http://47.242.38.45:9999/twjd678-2.php?id=87
Taiwan Plus,http://47.242.38.45:9999/twjd678-2.php?id=88
年代新聞,http://47.242.38.45:9999/twjd678-2.php?id=89
東森新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=90
中天新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=91
民視新聞,http://47.242.38.45:9999/twjd678-2.php?id=92
三立新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=93
TVBS新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=94
TVBS HD,http://47.242.38.45:9999/twjd678-2.php?id=95
非凡新聞,http://47.242.38.45:9999/twjd678-2.php?id=96
非凡商業,http://47.242.38.45:9999/twjd678-2.php?id=97
東森財經HD,http://47.242.38.45:9999/twjd678-2.php?id=98
寰宇新聞,http://47.242.38.45:9999/twjd678-2.php?id=99
壹新聞,http://47.242.38.45:9999/twjd678-2.php?id=100
Bloomberg News,http://47.242.38.45:9999/twjd678-2.php?id=101
NHK世界HD,http://47.242.38.45:9999/twjd678-2.php?id=102
衛視電影HD,http://47.242.38.45:9999/twjd678-2.php?id=103
好萊塢電影HD,http://47.242.38.45:9999/twjd678-2.php?id=104
緯來電影HD,http://47.242.38.45:9999/twjd678-2.php?id=105
龍華電影台,http://47.242.38.45:9999/twjd678-2.php?id=106
HBO,http://47.242.38.45:9999/twjd678-2.php?id=107
AXN,http://47.242.38.45:9999/twjd678-2.php?id=108
CINEMAX HD,http://47.242.38.45:9999/twjd678-2.php?id=109
STAR MOVIES GOLD,http://47.242.38.45:9999/twjd678-2.php?id=110
Star World,http://47.242.38.45:9999/twjd678-2.php?id=111
緯來育樂HD,http://47.242.38.45:9999/twjd678-2.php?id=112
緯來體育HD,http://47.242.38.45:9999/twjd678-2.php?id=113
博斯運動一,http://47.242.38.45:9999/twjd678-2.php?id=114
momo 綜合台,http://47.242.38.45:9999/twjd678-2.php?id=115
ELEVEN SPORTS 1 HD,http://47.242.38.45:9999/twjd678-2.php?id=116
ELEVEN SPORTS 2 HD,http://47.242.38.45:9999/twjd678-2.php?id=117
廈門衛視,http://47.242.38.45:9999/twjd678-2.php?id=118
CCTV4-中央衛視,http://47.242.38.45:9999/twjd678-2.php?id=119
海峽衛視,http://47.242.38.45:9999/twjd678-2.php?id=120
浙江衛視,http://47.242.38.45:9999/twjd678-2.php?id=121
東方衛視,http://47.242.38.45:9999/twjd678-2.php?id=122
湖南衛視,http://47.242.38.45:9999/twjd678-2.php?id=123
鳯凰衛視資訊,http://47.242.38.45:9999/twjd678-2.php?id=124
鳯凰衛視中文,http://47.242.38.45:9999/twjd678-2.php?id=125
ANIMAX 卡通動畫頻道,http://47.242.38.45:9999/twjd678-2.php?id=126
CNBC,http://47.242.38.45:9999/twjd678-2.php?id=127
Star World,http://47.242.38.45:9999/twjd678-2.php?id=128
ELEVEN SPORTS 1 HD,http://47.242.38.45:9999/twjd678-2.php?id=129
ELEVEN SPORTS 2 HD,http://47.242.38.45:9999/twjd678-2.php?id=130
STAR MOVIES GOLD,http://47.242.38.45:9999/twjd678-2.php?id=131
國家地理,http://47.242.38.45:9999/twjd678-2.php?id=132
衛視中文,http://47.242.38.45:9999/twjd678-2.php?id=133
衛視電影,http://47.242.38.45:9999/twjd678-2.php?id=134

台視HD,http://47.242.38.45:9999/twjd678-1.php?id=1
中視HD,http://47.242.38.45:9999/twjd678-1.php?id=2
華視HD,http://47.242.38.45:9999/twjd678-1.php?id=3
民視HD,http://47.242.38.45:9999/twjd678-1.php?id=4
公視,http://47.242.38.45:9999/twjd678-1.php?id=5
人間衛視,http://47.242.38.45:9999/twjd678-1.php?id=6
大愛電視,http://47.242.38.45:9999/twjd678-1.php?id=7
好消息GOOD TV,http://47.242.38.45:9999/twjd678-1.php?id=8
國家地理HD,http://47.242.38.45:9999/twjd678-1.php?id=9
DISCOVERY,http://47.242.38.45:9999/twjd678-1.php?id=10
旅遊生活,http://47.242.38.45:9999/twjd678-1.php?id=11
動物星球,http://47.242.38.45:9999/twjd678-1.php?id=12
亞洲旅遊,http://47.242.38.45:9999/twjd678-1.php?id=13
momo親子台,http://47.242.38.45:9999/twjd678-1.php?id=14
東森幼幼HD,http://47.242.38.45:9999/twjd678-1.php?id=15
龍華卡通台,http://47.242.38.45:9999/twjd678-1.php?id=16
緯來綜合HD,http://47.242.38.45:9999/twjd678-1.php?id=17
八大第一HD,http://47.242.38.45:9999/twjd678-1.php?id=18
八大綜合HD,http://47.242.38.45:9999/twjd678-1.php?id=19
三立台灣HD,http://47.242.38.45:9999/twjd678-1.php?id=20
三立都會HD,http://47.242.38.45:9999/twjd678-1.php?id=21
衛視中文HD,http://47.242.38.45:9999/twjd678-1.php?id=22
東森綜合HD,http://47.242.38.45:9999/twjd678-1.php?id=23
超視HD,http://47.242.38.45:9999/twjd678-1.php?id=24
中天綜合HD,http://47.242.38.45:9999/twjd678-1.php?id=25
中天娛樂HD,http://47.242.38.45:9999/twjd678-1.php?id=26
東風衛視,http://47.242.38.45:9999/twjd678-1.php?id=27
MUCH TV,http://47.242.38.45:9999/twjd678-1.php?id=28
東森戲劇HD,http://47.242.38.45:9999/twjd678-1.php?id=29
八大戲劇HD,http://47.242.38.45:9999/twjd678-1.php?id=30
TVBS歡樂HD,http://47.242.38.45:9999/twjd678-1.php?id=31
緯來戲劇,http://47.242.38.45:9999/twjd678-1.php?id=32
龍華戲劇台,http://47.242.38.45:9999/twjd678-1.php?id=33
龍華日韓劇,http://47.242.38.45:9999/twjd678-1.php?id=34
龍華偶像劇,http://47.242.38.45:9999/twjd678-1.php?id=35
緯來日本HD,http://47.242.38.45:9999/twjd678-1.php?id=36
Taiwan Plus,http://47.242.38.45:9999/twjd678-1.php?id=37
年代新聞,http://47.242.38.45:9999/twjd678-1.php?id=38
東森新聞HD,http://47.242.38.45:9999/twjd678-1.php?id=39
中天新聞,http://47.242.38.45:9999/twjd678-1.php?id=40
民視新聞,http://47.242.38.45:9999/twjd678-1.php?id=41
三立新聞HD,http://47.242.38.45:9999/twjd678-1.php?id=42
TVBS新聞HD,http://47.242.38.45:9999/twjd678-1.php?id=43
TVBS HD,http://47.242.38.45:9999/twjd678-1.php?id=44
非凡新聞,http://47.242.38.45:9999/twjd678-1.php?id=45
非凡商業,http://47.242.38.45:9999/twjd678-1.php?id=46
東森財經HD,http://47.242.38.45:9999/twjd678-1.php?id=47
寰宇新聞,http://47.242.38.45:9999/twjd678-1.php?id=48
壹新聞,http://47.242.38.45:9999/twjd678-1.php?id=49
Bloomberg News,http://47.242.38.45:9999/twjd678-1.php?id=50
NHK世界HD,http://47.242.38.45:9999/twjd678-1.php?id=51
衛視電影HD,http://47.242.38.45:9999/twjd678-1.php?id=52
好萊塢電影HD,http://47.242.38.45:9999/twjd678-1.php?id=53
緯來電影HD,http://47.242.38.45:9999/twjd678-1.php?id=54
龍華電影台,http://47.242.38.45:9999/twjd678-1.php?id=55
HBO,http://47.242.38.45:9999/twjd678-1.php?id=56
AXN,http://47.242.38.45:9999/twjd678-1.php?id=57
CINEMAX HD,http://47.242.38.45:9999/twjd678-1.php?id=58
STAR MOVIES GOLD,http://47.242.38.45:9999/twjd678-1.php?id=59
Star World,http://47.242.38.45:9999/twjd678-1.php?id=60
緯來育樂HD,http://47.242.38.45:9999/twjd678-1.php?id=61
緯來體育HD,http://47.242.38.45:9999/twjd678-1.php?id=62
博斯運動一,http://47.242.38.45:9999/twjd678-1.php?id=63
momo 綜合台,http://47.242.38.45:9999/twjd678-1.php?id=64
ELEVEN SPORTS 1 HD,http://47.242.38.45:9999/twjd678-1.php?id=65
ELEVEN SPORTS 2 HD,http://47.242.38.45:9999/twjd678-1.php?id=66
鳯凰衛視資訊,http://47.242.38.45:9999/twjd678-1.php?id=67
鳯凰衛視中文,http://47.242.38.45:9999/twjd678-1.php?id=68



有线数字,#genre#
超级综艺,http://111.13.111.242/000000001000PLTV/88888888/224/3221235747/1.m3u8?HlsProfileId=
超级电影,http://111.13.111.242/000000001000PLTV/88888888/224/3221235755/1.m3u8?HlsProfileId=
超级电视剧,http://111.13.111.242/000000001000PLTV/88888888/224/3221235788/1.m3u8?HlsProfileId=
炫舞未来,http://111.13.111.242/000000001000PLTV/88888888/224/3221235764/1.m3u8?HlsProfileId=
潮妈辣婆,http://111.13.111.242/000000001000PLTV/88888888/224/3221236059/1.m3u8?HlsProfileId=
农业致富,http://111.13.111.242/000000001000PLTV/88888888/224/3221236147/1.m3u8?HlsProfileId=
精品纪录,http://111.13.111.242/000000001000PLTV/88888888/224/3221236204/1.m3u8?HlsProfileId=
精品大剧,http://111.13.111.242/000000001000PLTV/88888888/224/3221236205/1.m3u8?HlsProfileId=
动作电影,http://111.13.111.242/000000001000PLTV/88888888/224/3221236207/1.m3u8?HlsProfileId=
怡伴健康,http://111.13.111.242/000000001000PLTV/88888888/224/3221236209/1.m3u8?HlsProfileId=
海外剧场,http://111.13.111.242/000000001000PLTV/88888888/224/3221236211/1.m3u8?HlsProfileId=
古装剧场,http://111.13.111.242/000000001000PLTV/88888888/224/3221236213/1.m3u8?HlsProfileId=
军事评论,http://111.13.111.242/000000001000PLTV/88888888/224/3221236210/1.m3u8?HlsProfileId=
家庭剧场,http://111.13.111.242/000000001000PLTV/88888888/224/3221236206/1.m3u8?HlsProfileId=
军旅剧场,http://111.13.111.242/000000001000PLTV/88888888/224/3221236212/1.m3u8?HlsProfileId=
中国功夫,http://111.13.111.242/000000001000PLTV/88888888/224/3221236214/1.m3u8?HlsProfileId=
爱情喜剧,http://111.13.111.242/000000001000PLTV/88888888/224/3221236215/1.m3u8?HlsProfileId=
武搏世界,http://111.13.111.242/000000001000PLTV/88888888/224/3221236216/1.m3u8?HlsProfileId=
精品体育,http://111.13.111.242/000000001000PLTV/88888888/224/3221236208/1.m3u8?HlsProfileId=
超级体育,http://111.13.111.242/000000001000PLTV/88888888/224/3221235751/1.m3u8?HlsProfileId=

华数电影4K,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000003000004748&livemode=1&stbId=3&HlsProfileId=
精彩影视,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000320630&livemode=1&stbId=3&HlsProfileId=
超级电影,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=ystenlive&Contentid=1000000003000012426&livemode=1&stbId=3&HlsProfileId=
超级体育,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=3&HlsProfileId=
求索科学,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=3&HlsProfileId=
求索纪录,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=3&HlsProfileId=
求索生活,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=3&HlsProfileId=
求索动物,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=3&HlsProfileId=
爱院线,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000030630&livemode=1&stbId=3&HlsProfileId=
爱科幻,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000020630&livemode=1&stbId=3&HlsProfileId=
爱喜剧,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000010630&livemode=1&stbId=3&HlsProfileId=
爱都市,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000080630&livemode=1&stbId=3&HlsProfileId=
爱家庭,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000090630&livemode=1&stbId=3&HlsProfileId=
爱青春,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000100630&livemode=1&stbId=3&HlsProfileId=
爱江湖,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000110630&livemode=1&stbId=3&HlsProfileId=
爱浪漫,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000040630&livemode=1&stbId=3&HlsProfileId=
爱悬疑,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000050630&livemode=1&stbId=3&HlsProfileId=
爱玩具,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000220630&livemode=1&stbId=3&HlsProfileId=
爱电竞,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000230630&livemode=1&stbId=3&HlsProfileId=
爱赛车,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000240630&livemode=1&stbId=3&HlsProfileId=
爱旅行,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000250630&livemode=1&stbId=3&HlsProfileId=
爱怀旧,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000260630&livemode=1&stbId=3&HlsProfileId=
爱奇谈,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000270630&livemode=1&stbId=3&HlsProfileId=
爱动漫,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000280630&livemode=1&stbId=3&HlsProfileId=
爱体育,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000290630&livemode=1&stbId=3&HlsProfileId=
爱探索,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000300630&livemode=1&stbId=3&HlsProfileId=
爱经典,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000060630&livemode=1&stbId=3&HlsProfileId=
爱谍战,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000070630&livemode=1&stbId=3&HlsProfileId=
爱美食,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000120630&livemode=1&stbId=3&HlsProfileId=
爱娱乐,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000130630&livemode=1&stbId=3&HlsProfileId=
爱时尚,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000140630&livemode=1&stbId=3&HlsProfileId=
爱历史,http://39.134.24.165/0000000000001000/1.m3u8?channel-id=wasusyt&Contentid=6000000006000150630&livemode=1&stbId=3&HlsProfileId=
